"","Raw_NS.1","Raw_NS.2","Raw_NS.3","Raw_NS.4","Raw_NS.5","Raw_NS.6","Raw_NS.7","Raw_NS.8","Raw_NS.9","Raw_NS.10","Raw_NS.11","Raw_NS.12","Raw_NS.13","Raw_NS.14","Raw_NS.15","Raw_NS.16","Raw_NS.17","Raw_NS.18","Raw_NS.19","Raw_NS.20","Raw_OA.1","Raw_OA.2","Raw_OA.3","Raw_OA.4","Raw_OA.5","Raw_OA.6","Raw_OA.7","Raw_OA.8","Raw_OA.9","Raw_OA.10","Raw_HS.1","Raw_HS.2","Raw_HS.3","Raw_HS.4","Raw_HS.5","Raw_HS.6","Raw_HS.7","Raw_HS.8","Raw_HS.9","Raw_HS.10","Raw_MA.1","Raw_MA.2","Raw_MA.3","Raw_MA.4","Raw_MA.5","Raw_SCO.1","Raw_SCO.2","Raw_SCO.3","Raw_SCO.4","Raw_SCO.5","Raw_SCO.6","Raw_SCO.7","Raw_SCO.8","Raw_SCO.9","Raw_SCO.10",">>NormaExpression","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","NS.7","NS.8","NS.9","NS.10","NS.11","NS.12","NS.13","NS.14","NS.15","NS.16","NS.17","NS.18","NS.19","NS.20","OA.1","OA.2","OA.3","OA.4","OA.5","OA.6","OA.7","OA.8","OA.9","OA.10","HS.1","HS.2","HS.3","HS.4","HS.5","HS.6","HS.7","HS.8","HS.9","HS.10","MA.1","MA.2","MA.3","MA.4","MA.5","SCO.1","SCO.2","SCO.3","SCO.4","SCO.5","SCO.6","SCO.7","SCO.8","SCO.9","SCO.10",">>DiffResult","NS_mean","OA_mean","HS_mean","MA_mean","SCO_mean","Log2FC(Max/Min)","ANOVA_pvalue","MA-HS","NS-HS","OA-HS","SCO-HS","NS-MA","OA-MA","SCO-MA","OA-NS","SCO-NS","SCO-OA","ANOVA_p.adjust","Diff"
"FN1-N430-H5N4F4",49889466.66,29104130.87,,10428251.89,,23045731.91,,,7403895,7083696.552,7991705.136,,55579590.25,6846404.043,44179878.32,23513003.27,333149122.4,47961460.77,24865498.62,,35207758.51,34571441.67,214493007.2,,43819599.63,,35363341.2,,,,416512199.2,348674761.4,,31744174.74,66086205.7,313038770.7,58523091.65,,44327987.96,171844020.3,187168994,12767033.23,20726620.58,214617737.8,139646246.2,,89595456.21,,,6214799.474,,10059055.8,,,98534561.34,">>NormaExpression",25.5722319395235,24.7947206491389,0,23.31399413865,0,24.4579963138045,0,0,22.8198531996302,22.7560711849227,22.9300721039147,0,25.7280518887506,22.7069152160747,25.3968861421018,24.48695554895,28.3115928566127,25.5153722941103,24.5676420835708,0,25.0693900866225,25.0430774728864,27.6763553802522,0,25.3850729999376,0,25.0757512949224,0,0,0,28.633783513778,28.377306702571,0,24.9199885820237,25.9778458527063,28.2217661136216,25.8025026748521,0,25.4017145770588,27.3565244182523,27.4797662278641,23.605920091476,24.304981641875,27.677194083195,27.0572015628013,0,26.4169222488744,0,0,22.5672766436604,0,23.2619916995978,0,0,26.5541265224907,">>DiffResult",17.1679177779878,12.8249647234621,21.4691432434864,26.0250127214423,9.88003171146234,16.1449810099799,0.0684264469049776,0.953328873782384,0.876748016850104,0.474006548748601,0.192484928620838,0.560084272194923,0.255164122615139,0.103470552931189,0.872922326744907,0.500957019818201,0.979921499466117,0.129016961986966,"NO"
"FN1-N526-H3N4F1",2532305.76,,,,,,1227593.702,,,,,677150.8979,,,2034861.215,,,1153715.975,,,4231263.332,,10193965.67,2142695.635,2493811.547,,3708706.609,1943723.64,2121605.59,1847754.884,,,1491671.34,,2368931.062,,1442506.779,,2649983.158,4966002.828,,,,,2569588.825,3540960.783,4164142.496,2916783.72,2285907.026,12473144.85,2699102.935,2455859.777,2934781.354,2676492.758,6588089.013,">>NormaExpression",21.2720207506797,0,0,0,0,0,20.2274028939339,0,0,0,0,19.3691199681578,0,0,20.9564996790658,0,0,20.1378579208263,0,0,22.0126573846695,0,23.2812122055668,21.0309961756793,21.2499215951665,0,21.822485100936,20.8903924216813,21.0167257311022,20.8173427372221,0,0,20.5084992380465,0,21.1758053938115,0,20.4601476682258,0,21.33755230438,22.243653942928,0,0,0,0,21.2931066545542,21.7557098423741,21.9895883539559,21.4759474780663,21.1243359268997,23.5723220371433,21.3640491013798,21.2277973458202,21.4848220851134,21.3519128573916,22.6514288360493,">>DiffResult",5.09814506063318,17.2121733352024,10.5725658547392,4.25862133091084,21.7997913864194,17.5411700555085,3.85475423961079e-05,0.67829056903964,0.490502868207589,0.440784548069319,0.0440343997549447,0.999680964536246,0.065863997533498,0.0050218152654703,0.00646161696356462,8.3951043186703e-05,0.764043344762582,0.000433289202510098,"YES"
"FN1-N526-H4N3F2",7316264.895,5206712.468,3870891.938,3745469.228,6882629.514,2900176.78,,7078664.029,6240330.456,6413112.306,5703530.763,,,,6222824.157,8980515.815,6563779.082,3356619.867,3275388.609,,,,9723447.276,6015359.285,6300576.504,,4891595.234,,2438929.76,,7846617.667,,5447700.317,6227750.055,8910734.14,5608520.11,,,6808306.022,12059034.36,11823803.19,11914705.07,12201975.79,1807516.736,,,,,,,3806636.106,,,3689799.468,5841860.4,">>NormaExpression",22.8026760772193,22.3119415849116,21.8842349751325,21.8367154236603,22.7145286319533,21.4677099090344,0,22.7550458762936,22.5731912293777,22.6125934660617,22.4434241165117,0,0,0,22.5691382806511,23.0983670415715,22.6460954718073,21.678578162008,21.643235095376,0,0,0,23.2130366041901,22.5202197183326,22.5870526398371,0,22.2218738940304,0,21.2178173706635,0,22.9036396585788,0,22.3772161757036,22.5702798453251,23.0871130290267,22.419188971434,0,0,22.6988646664434,23.5236111703712,23.4951909470241,23.5062400255942,23.5406115557788,20.7855783728014,0,0,0,0,0,0,21.8600856109006,0,0,21.8151113716234,22.4779966995035,">>DiffResult",16.7518737670785,11.1760000227054,15.9579913516883,18.2655241802397,6.61531936820274,11.650204812037,0.109077121564593,0.994647715437314,0.999681606504508,0.851922026140643,0.298744531862562,0.998518136511025,0.741972568294419,0.281546476794885,0.659935350190522,0.116633209889669,0.872267412865343,0.182811195435032,"NO"
"FN1-N526-H4N4F1",27474125.68,14197398.75,10014753.79,,6927514.279,12429451.55,8774719.674,,14400191.89,33262526.2,10578406.94,10866211.09,11772198.21,5006712.602,18588874.05,17203677.37,27140508.84,14003140.99,6260611.221,6453209.813,27529894.75,40908987.94,110680613.8,27579367.77,,15510946.59,31892585.18,41790213.81,27239962.97,14037038.92,28662986.14,23853494.97,11570391.65,14456736.72,43982341.17,,22390263.62,1729066.531,28696704.05,33512991.68,50684978.01,37205033.87,54438106.52,22563164.73,22486628.95,4579159.289,13433834.43,5695812.946,18203300.94,97706208.87,4982003.912,20394971.56,19737460.83,32455604.53,38703676.28,">>NormaExpression",24.711570287171,23.7591233889211,23.2556237615896,0,22.7239065569743,23.5672594191061,23.064921770109,0,23.7795848008501,24.9873944492047,23.3346191810871,23.3733457755645,23.4888805251981,22.2554325009208,24.1479361289878,24.0362137290685,24.6939444865428,23.739247236011,22.5778723135449,22.621585725428,24.7144958109687,25.2859145458698,26.7218273219509,24.7170861013821,0,23.8867834899559,24.926717755147,25.3166618386298,24.699221459326,23.7427354016362,24.772685633459,24.5076973874221,23.4639344884319,23.785238697402,25.3904210975784,0,24.4163682430365,20.7215627857516,24.7743817606624,24.9982171878716,25.5950549179761,25.1489945352885,25.6981135782436,24.4274661637992,24.422564126184,22.1266516353398,23.6793679247375,22.4414705907045,24.1176968322393,26.5419469220444,22.2482950133266,24.2817102302986,24.2344331402921,24.9519643372562,25.2059673091752,">>DiffResult",21.205923101814,22.4011443724866,21.6830507281615,25.0584386642983,23.9829503935414,3.85251556248429,0.698857824908374,0.878195658688754,0.99970640627381,0.999163177171244,0.932971514675226,0.762420010979162,0.945160930102073,0.998156522033787,0.989470453053773,0.806501607336768,0.982444875648357,0.737332849564882,"NO"
"FN1-N526-H4N4F2",36769888.25,16829740.81,12355670.67,12886810.77,16465293.91,13243278.56,7019950.537,14928084.33,16909697.46,18799025.71,17769718.03,9114378.197,14071083.64,13017137.35,15903461.36,41800610.86,16303520.97,8227531.474,9000591.921,,19455208.31,25768026.83,71566208.74,20000754.26,18216969.41,9328067.325,26203988.13,14439100.84,20376769.52,7709743.666,29611940.79,25144774.09,15450732.43,16183530.89,44651996.43,17925232.91,31381501.08,4192189.047,34714212.23,65867734.43,51840348.54,35675059.08,51073656.98,20804441.7,24258897.79,17480915.02,34985310.72,23591556.41,24571415.67,60455616,22949734.33,13751242.88,19987418.56,33941570.55,49541202.47,">>NormaExpression",25.1320214953974,24.0045097082419,23.5586701037442,23.6193920456345,23.9729250164961,23.6587570989744,22.743029640086,23.8315258020851,24.011347597517,24.1641546347844,24.082917534254,23.1197129633932,23.7462302041888,23.6339089896715,23.9228375546152,25.3170207242432,23.9586803206794,22.97202838499,23.1015886125454,0,24.2136531659242,24.6190787881861,26.0927752384714,24.2535511436757,24.1187797145759,23.1531469251629,24.6432831194852,23.7834776688135,24.2804220835282,22.8782516505805,24.8196757619189,24.5837553133533,23.8811719871768,23.9480231597504,25.4122213774729,24.0954886092807,24.9034110729708,21.999272690219,25.0490231384863,25.9730686145167,25.6275721100175,25.0884125235424,25.6060760551713,24.3103883068497,24.5320107263656,24.0592774499016,25.0602460103703,24.4917673262615,24.5504777031841,25.8493730523472,24.4519741799291,23.7130587889101,24.2525888917572,25.0165500297669,25.5621255796087,">>DiffResult",22.6275629215771,24.2036419498404,24.4665111725146,25.0328919443893,24.7007439012037,2.40532902281221,0.376695401208261,0.998018261972065,0.626122876543929,0.999786411257704,0.999864925307173,0.61445060285092,0.991366302447848,0.999758266100306,0.747979984505385,0.513010283513918,0.99737328184432,0.468963710343405,"NO"
"FN1-N526-H4N4F3",21957669.78,,,7480190.463,,7628083.762,1013164.271,,14750143.83,,,,16782401.88,4136398.452,5909220.45,,7388100.323,10197970.95,4690069.109,,7522676.721,13805010.5,9078407.919,5916614.205,,4541678.735,11860943.56,,5120190.738,3864799.166,7820460.934,9139850.497,2046660.14,8865722.131,20890996.08,6713308.508,10247042.43,1950649.848,10949990.13,,6681156.512,,,4878816.041,4711103.181,8928160.173,19079358.75,12691618.31,6444254.133,27156134.56,10769164.01,1683183.18,10870390.91,16635045.65,25479917.77,">>NormaExpression",24.3882216888476,0,0,22.8346437671357,0,22.8628894440495,19.9504381000317,0,23.8142257844146,0,0,0,24.000445957753,21.9799440827315,22.4945366347163,0,22.8167722214035,23.2817789390958,22.161178058195,0,22.8428148545221,23.7186887539474,23.1140080424124,22.4963406398574,0,22.1147945446297,23.499715569354,0,22.2877664057765,21.8819623891731,22.8988223955535,23.1237392940952,20.9648408284467,23.0798068783906,24.3163780148283,22.6785927267629,23.2887043745112,20.8955241386923,23.3844263653887,0,22.671666640909,0,0,22.2180999515446,22.1676338053313,23.0899316405537,24.185509423553,23.5973728170364,22.6195821819018,24.6947748564196,23.3604030586961,20.6827616194527,23.3739006189669,23.9877225762171,24.6028573425002,">>DiffResult",12.5292537339187,18.1956091199673,20.4630835016669,13.411480079557,23.4194816135297,10.890227879611,0.0353544562463654,0.657472541768694,0.212209728384082,0.98332849164508,0.956270404674904,0.999723076102739,0.887626018006921,0.317457954524962,0.540807304845559,0.0358661602129579,0.733430359837283,0.0800956576589171,"NO"
"FN1-N526-H5N4F2",505622992.9,255479039.3,277232868.2,408735285.6,423508203.3,334590013.9,207330116.3,474593843.8,413272716.4,529148656.1,425343594.6,148854600.8,381530668.1,,599484087.4,893398376.6,445446387.4,223665208.3,149283821.4,96228263.28,347526219.5,407371866.9,795226421.8,448705188.1,,187996254.2,423372077.2,476014456.1,276496556.3,219947930.1,666608494.5,554728968.8,193437376.1,374333253.5,1100022989,430370778.1,420030523.2,79552533.31,416128523.2,830653689.6,1281568283,1296357044,1404440455,549589161.8,425382387.3,224131245.5,438315220.7,319228822.9,331715602.6,888478650.5,296672001.9,371368269.9,315881385.9,557283748.7,626866171.2,">>NormaExpression",28.913486832644,27.9286296952888,28.04652307509,28.6065915574007,28.6578146771529,28.3178191510705,27.6273544603189,28.8221181488552,28.62251888504,28.9790978438812,28.6640534906969,27.1493285818936,28.5072237909427,0,29.1591462210102,29.7347283938267,28.7306765660566,27.7367656244641,27.1534825909621,26.519957370551,28.3725465909156,28.6017711138688,29.5667904528819,28.7411926274135,0,27.4861286834582,28.6573508844418,28.8264301495854,28.0426862764589,27.7125867899636,29.3122644628921,29.0472078288842,27.5272913468131,28.4797479771769,30.0348865297475,28.6810048856025,28.645918933447,26.245404555525,28.6324539427266,29.629671884725,30.255263203754,30.2718159766135,30.3873483138692,29.0337783154222,28.6641850631116,27.7397685504201,28.7073935403794,28.2500156807725,28.3053716358823,29.7267618704737,28.1442935444168,28.4682753181238,28.2348076888453,29.0538368443846,29.2235822383125,">>DiffResult",26.8938658478573,25.6007483568988,28.623585234754,29.7224781745541,28.5854106912011,4.12172981765534,0.556274051712932,0.996136303515367,0.926378922874541,0.736547407395059,0.999999986473431,0.842211553565336,0.65265330097939,0.995591340451481,0.973588125793095,0.931749208353642,0.745477060676971,0.62467278237504,"NO"
"FN1-N526-H5N4F3",564563263.8,248192405,,512266169.8,447602228.9,246106038.9,133785932.6,551533286.7,333238408.8,405643457.1,490698271.8,182553364,436838490.1,294310244.5,573189838.2,526155058.9,122576486.5,243982160.6,203023991,83936728.24,,393227565.8,588272072.4,413290511.3,382856771.6,218237214.6,506832028.1,,257335495.2,305163429.1,834347087.2,899325145,315942223.4,525893657.5,1259166558,450152093.8,667730142.5,176051735.6,449877078.7,605225940.5,1341293031,1006903823,1513529167,781688125.3,472762711.8,277398589.3,551885302.8,436719036.7,621333808.4,1059726948,350060103.8,330131954.7,423429567.3,445896889.7,1118389298,">>NormaExpression",29.0725600171549,27.8868837327712,0,28.9323183808727,28.7376419827628,27.8747048237493,26.9953511965108,29.038872721163,28.3119794576244,28.5956369810328,28.8702609523977,27.4437430212657,28.7025247409806,28.1327625252126,29.0944377946137,28.9709127890011,26.869107028337,27.8622004301985,27.5970749845102,26.3227989110764,0,28.5507892229228,29.1319083089934,28.6225810039755,28.5122295373957,27.7013219019309,28.9169324571444,0,27.9390752315598,28.1850068432422,29.6360724284476,29.7442675675124,28.2350855194241,28.9701958592532,30.2298219852957,28.7458372924085,29.3146899287238,27.3914242173244,28.7449556255814,29.1728985855024,30.3209773109379,29.9072787426292,30.4952693323387,29.5420178827626,28.816541012508,28.047385215209,29.0397932274929,28.7021301823552,29.2107933186523,29.9810454394639,28.38302741102,28.2984675526081,28.6575467760833,28.732134898676,30.0587753158481,">>DiffResult",26.7655886235618,22.7559844507165,29.0185249009473,29.8164168562353,28.9111099337409,7.06043240551881,0.145151597802758,0.999399335078296,0.894385160328253,0.206410781916365,0.999999544845305,0.876890274076918,0.280442954802083,0.999011808219101,0.499943874885749,0.910004478372313,0.221095689035342,0.227456056074295,"NO"
"FN1-N526-H5N4F4",216984910.7,,,,85921134.3,,13565922.98,,,,,35459574.66,79091368.54,50502481.76,,86512980.7,268052628.6,73788278.35,38823147.59,29864838.55,,121939408.9,,105811793.6,90353408.15,125598370.7,119561871.7,,85792455.77,126634052.3,19592695.33,61674057.93,27928793.4,204032438,214287252.5,113104655.5,,,,17408501.26,,51990454.59,89542069.18,,4836096.587,120823937.3,138935531.1,172088167.7,139607707.5,231631136.2,,,209558158.9,165694885.7,399736406.2,">>NormaExpression",27.6930194857668,0,0,0,26.356509720394,0,23.69348397766,0,0,0,0,25.0796719360128,26.2370169404374,25.589850978363,0,26.3664132967179,27.9979410471272,26.1368883386746,25.210413790789,24.8319446350773,0,26.8615892286051,0,26.6569252094481,26.4290757010624,26.9042425198606,26.8331821583658,0,26.3543474697578,26.9160901727186,24.2238126179293,25.8781604611596,24.7352499624738,27.6042233027854,27.6749707954911,26.7530830851655,0,0,0,24.0532887503126,0,25.6317434617573,26.4160623374217,0,22.2054119261652,26.8483310767195,27.0498403679855,27.3585726726038,27.0568033618763,27.7872539608915,0,0,27.6427754581769,27.3039538411611,28.5744737356474,">>DiffResult",14.259657707351,18.6955452459818,18.0922788975317,14.8506435450688,21.9622004475062,7.7025427401552,0.597890558325463,0.990362790701042,0.937417020611227,0.999971234236101,0.960868179784867,0.999983021846301,0.981722021725407,0.84811730353457,0.897885427905383,0.53454175012749,0.978830194719334,0.656694876141295,"NO"
"FN1-N526-H5N4F5",86471704.99,51508331.44,7434885.308,19821081.8,,40312652.28,682182.7406,,,,102317563.8,,13562746.2,5489251.928,,3228840.951,,33600465.22,8806684.243,12218856.34,60327684.66,,21441071.22,5288544.078,32033093.69,33482389.99,5508784.025,,4411932.121,34772179.53,,,,,75865733.76,8002501.568,,,6957060.293,,,3677095.284,,,,72822861.29,38477778.64,59185818.89,36945734.38,67002779.93,61968357.56,13878164.59,63126449.72,40999442.22,,">>NormaExpression",26.3657248165518,25.6183024984004,22.8258792505207,24.2405324414443,0,25.2647294051759,19.3798008441121,0,0,0,26.6084785921061,0,23.6931460971393,22.3881783851468,0,21.6225853933392,0,25.0019779153291,23.0701676732192,23.5426060404489,25.8463169017909,0,24.353873717759,22.3344394490444,24.9330598465965,24.9968992191682,22.393302733549,0,22.0729794910937,25.0514302041324,0,0,0,0,26.176945094598,22.9320198040554,0,0,22.7300466004961,0,0,21.810135523029,0,0,0,26.1178881109873,25.1975222150143,25.8187482315378,25.1389045089293,25.9977176396425,25.885028418406,23.7263135499153,25.9117413021713,25.2891009820106,0,">>DiffResult",15.4811054676467,19.1982301563134,7.18390114991495,4.3620271046058,22.9082964958614,18.5462693912556,0.00448320426838125,0.988800527156832,0.281832057657635,0.105580175257597,0.0155695491474213,0.247273369414766,0.10091398047135,0.0216113786093063,0.897341461938067,0.39142883747854,0.936970989842053,0.0160762754286432,"YES"
"FN1-N526-H5N4S1F1",,,,2999967.467,10758321.85,9350560.179,3945535.641,,,30714328.63,,,,,,19098282.76,190706889,,,,10543258.26,,6477730.369,4891825.056,12521033.56,,,,,,,14579577.6,7220135.693,,751344555.6,,162457962.6,,36985477.3,5215034.178,48662176.52,8571400.63,252275944.6,,2738329.161,,2573112.016,,4870215.774,20827125.85,22167899.82,,9452767.026,9624054.231,,">>NormaExpression",0,0,0,21.5165159057981,23.3589498532047,23.156621521048,21.9117901069916,0,0,24.8724085596401,0,0,0,0,0,24.1869396625676,27.5067817264479,0,0,0,23.3298175834994,0,22.6270572102502,22.2219416746188,23.5778504351816,0,0,0,0,0,0,23.797445685627,22.7835947200719,0,29.4848994193035,0,27.2754912246169,0,25.140455597198,22.314245553796,25.5362975432018,23.031099708237,27.9104274116358,0,21.3848649724288,0,21.2950833936878,0,22.2155545576102,24.3119604942211,24.4019688254875,0,23.1723054206299,23.198213491271,0,">>DiffResult",8.32550036678489,9.175666690355,15.0796132200613,19.5725379271007,13.8595086182907,11.2470375603158,0.274859059413928,0.959214855514349,0.597502275943549,0.805976245372642,0.999388113729204,0.344777649976465,0.51637078846487,0.906974380095344,0.999741212574596,0.757007048737809,0.905709508361183,0.364710829120184,"NO"
"FN1-N526-H5N4S1F2",,,,,,2297947.744,,,,,,,3252566.021,,4974851.733,2069627.753,1862966.439,,,,,,,,,,23211618.56,,,,4778689.835,10880453.31,8570931.936,,9515369.689,5467662.733,9948470.952,2078150.51,12232591.46,13825366,,,,,,,,,,,,,3759548.457,,9095594.464,">>NormaExpression",0,0,0,0,0,21.1319151881952,0,0,0,0,0,0,21.6331473541283,0,22.2462223885452,20.9809405717153,20.8291710283575,0,0,0,0,0,0,0,0,0,24.4683438525408,0,0,0,22.1881840024787,23.3752354613421,23.0310208178727,0,23.1818284297925,22.3824930877526,23.2460435194463,20.9868694087239,23.5442268516283,23.7208144421075,0,0,0,0,0,0,0,0,0,0,0,0,21.8421283495521,0,23.1167366596296,">>DiffResult",5.34106982654708,2.44683438525408,20.5656716021144,0,4.49588650091817,20.5656716021144,2.53920613516626e-05,0.000425820095136697,0.000212955857807673,0.000131650571483566,0.000793807342912234,0.710441429381846,0.983700171757996,0.864749058995004,0.899826519248103,0.998967659822075,0.982092099477716,0.000312455997053616,"YES"
"FN1-N526-H6N4F3",30855689.73,,,56405160.76,,4458088.448,,,,34392918.68,,,,,14710965.49,,,13255376.58,,,54718452.25,,7637834.325,6609897.649,,2334908.911,9730289.365,,,13279812,,23367591.47,,,,,,,,,,,,,,4967755.843,85431780.83,,9213282.018,114604520.7,23666081.41,4779584.915,2541659.997,24652651.05,,">>NormaExpression",24.8790332550714,0,0,25.7493238570626,0,22.0879941327346,0,0,0,25.0356082583857,0,0,0,0,23.8103886969719,0,0,23.6600744302323,0,0,25.7055241137319,0,22.8647323844971,22.6561967200729,0,21.1549354561067,23.2140514269405,0,0,23.6627314956952,0,24.4780057671593,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2441631289568,26.3482695368532,0,23.1352839004307,26.7720887255801,24.4963175719978,22.1884542033768,21.277340187959,24.5552395194791,0,">>DiffResult",7.26112113152292,13.9258171597044,2.44780057671593,0,19.1017156774634,19.1017156774634,0.00151968961572618,0.992254005968236,0.74415388203728,0.105960173653631,0.00569432800830527,0.619897852677804,0.11147345801939,0.0110605972048502,0.455909887687474,0.034146103766039,0.790373113494983,0.0072934151273118,"YES"
"FN1-N526-H6N5F2",13472267.89,,,,,,4468697.776,,,,,7286180.51,4515375.85,,,16717420.03,,,,,,,31557321.79,,,,12499287.87,19810300.37,,,,9174389.843,,,,,17044106.2,,,,62320271.93,45283913.11,67990322.89,39277004.09,9915820.782,5051002.53,8085185.073,,,20717089.19,4007247.808,,,,20628730.11,">>NormaExpression",23.6834895024433,0,0,0,0,0,22.0914233688082,0,0,0,0,22.7967315046073,22.1064149683123,0,0,23.9948489665223,0,0,0,0,0,0,24.9114714816852,0,0,0,23.5753426812662,24.2397474920259,0,0,0,23.1291809390557,0,0,0,0,24.0227696947914,0,0,0,25.89319821587,25.4324953269537,26.0188261066156,25.227181591152,23.2413009112878,22.2681386193514,22.946849545683,0,0,24.304318048353,21.9341806580607,0,0,0,24.2981517468217,">>DiffResult",5.73364541553467,7.27265616549772,4.71519506338471,25.1626004303758,11.575163861827,20.4474053669911,0.00587422527960918,0.00674009265492503,0.99908150708121,0.981726137063344,0.586820330534026,0.00438131609774883,0.0233949495604683,0.138895224013435,0.995401176206723,0.602377859860701,0.887267483799021,0.0198467322308183,"YES"
"FN1-N526-H6N5F3",,,,,,,3782556.63,,,,,,,,6039713.684,28349552.45,,,,3243668.857,,,13792470.03,,,7926826.731,,13127252.68,,,,,13338496.75,,,3910680.269,,,,,,16789151.2,,,,9140932.058,9472706.917,15666473.03,13335553.22,20871548.61,11166024.81,21335802.07,13076506.25,14111731.9,29679832.09,">>NormaExpression",0,0,0,0,0,0,21.8509306324355,0,0,0,0,0,0,0,22.5260489675996,24.7568226748448,0,0,0,21.6291955578353,0,0,23.7173776144183,0,0,22.9183121928323,0,23.6460617893786,0,0,0,0,23.6690928561714,0,0,21.8989885266757,0,0,0,0,0,24.0010260447106,0,0,0,23.1239100047875,23.1753454702005,23.9011771808548,23.6687744481428,24.3150343817035,23.4126124602011,24.3467730781629,23.6404739110107,23.7503918238497,24.8229796429322,">>DiffResult",4.53814989163576,7.02817515966292,4.5568081382847,4.80020520894212,23.8157472401845,19.2775973485488,1.74644370786491e-05,0.999998636690109,0.999999999811471,0.972846166365567,0.000162617073701909,0.999997363294348,0.991334355961859,0.00313752971614423,0.953310780355436,1.2725667320912e-05,0.00119421926998631,0.000226843632721564,"YES"
"FN1-N526-H6N5F4",,2886914.516,,,,,,,,,,3825125.002,4298142.921,,,16003512.27,,,,,,,12390086.26,,,3053201.782,,,4362301.115,,,,13847149.13,,,,8240415.894,4018156.907,,7541445.679,,,17437134.66,34045734.68,,3925755.408,7662407.086,10602973.93,8698697.37,4469123.897,9353129.227,10272013.21,15888105.99,10472868.51,30720253.6,">>NormaExpression",0,21.4610974578363,0,0,0,0,0,0,0,0,0,21.867075841173,22.0352823607536,0,0,23.9318853206248,0,0,0,0,0,0,23.5626830122329,0,0,21.5418919803135,0,0,22.0566582578537,0,0,0,23.7230857512168,0,0,0,22.9742858965011,21.9381028300528,0,22.8464098721842,0,0,24.0556597370959,25.0209707723289,0,21.9045392261137,22.8693664324614,23.3379657699999,23.0523681087182,22.0915609330915,23.1570178441858,23.2922157675673,23.921443907285,23.320153451337,24.8726868369319,">>DiffResult",4.46476704901939,6.71612332504001,9.14818843499548,9.81532610188496,23.1819318277692,18.7171647787498,0.000234223665769315,0.999940247450602,0.719177433847891,0.97956294292078,0.016528899521412,0.800023545762815,0.976353669729928,0.0993864781720531,0.973904639065999,6.67241598232282e-05,0.00323953823379941,0.00177797055379435,"YES"
"FN1-N526-H7N7F2",,,,,,,44054908.44,154207424.7,,85565515.19,,,,54245950.24,,113898244.1,110107213,61343976.91,54042341.13,36203814.34,,134064391.6,,,,,80184908.36,,,98776345.7,136883373.2,110229843.4,123409460.3,,,103128907.1,165660599.4,35835057.12,106840442.7,127804850.4,,142898847.1,,,,63469315.28,,,,,,,,,,">>NormaExpression",0,0,0,0,0,0,25.3927994649707,27.2002969975206,0,26.3505261565723,0,0,0,25.6930121272258,0,26.7631702778303,26.7143337535332,25.8704183868151,25.687586864895,25.1096384079854,0,26.9983508685203,0,0,0,0,26.2568274141086,0,0,26.5576622750087,27.0283719871716,26.7159396412535,26.8788777633702,0,0,26.6198735508419,27.3036552815954,25.0948683586005,26.6708826315966,26.9293673603124,0,27.0904190460917,0,0,0,25.9195559655566,0,0,0,0,0,0,0,0,0,">>DiffResult",11.7390891218674,7.98128405576375,21.3241836574742,5.41808380921833,2.59195559655566,18.7322280609186,0.0132952320936031,0.126370753717851,0.251889444074653,0.10974957875804,0.00856307424125002,0.828692937103608,0.99493700744924,0.992638317418779,0.926632787158444,0.295696263053211,0.851903353692005,0.0383756205368445,"YES"
"FN1-N526-H8N6",10355428.15,,,6155100.838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18863411.67,3717340.93,,21515624.93,1747720.183,,8218806.121,1281513.865,,">>NormaExpression",23.3038840072193,0,0,22.5533512960521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1690873686814,21.8258399661671,0,24.3588814758188,20.7370436168703,0,22.9704975854328,20.2894187826688,0,">>DiffResult",2.29286176516357,0,0,0,13.4350768795639,13.4350768795639,7.10779776136186e-05,1,0.895642570163288,1,0.000304968362001112,0.956225839226802,1,0.00430357884134569,0.895642570163285,0.000574822811524434,0.000304968362001223,0.000715632886596718,"YES"
